CO,PT08.S1,PT08.S2,PT08.S3,PT08.S4,PT08.S5,T,RH,AH
3.2,1264,1138,579,1733,1245,20.4,71.6,1.7004
3.2,1260,1160,568,1755,1231,19.6,75.3,1.6981
2.7,1184,1084,612,1674,1151,19.3,75.8,1.6762
2.3,1122,996,660,1586,1048,18.4,76.3,1.6017
1.6,983,881,752,1472,928,18.2,76.4,1.5787
1.1,885,753,878,1374,813,17.9,74.8,1.5219
0.73333,791,627,1069,1306,709,17.2,74,1.4388
0.6,802,636,1016,1289,721,17.6,73.2,1.4555
0.5,804,652,1054,1294,710,17.9,69.3,1.4099
1.5,1014,927,747,1497,951,16.1,76.3,1.3902
3.4,1316,1317,538,1860,1336,17.1,72.8,1.4054
4.4,1296,1435,504,1899,1489,20.8,57.9,1.407
4.4,1381,1394,495,1911,1558,20.6,60.2,1.4428
5.8,1570,1617,426,2170,1944,22.1,56.6,1.4851
4.9,1426,1445,477,1970,1782,24,50,1.4679
5.1,1535,1578,440,2125,1921,25.7,45.6,1.487
7.5,1678,1727,390,2318,2039,25.5,49.7,1.5985
5.8,1605,1603,415,2199,1912,25.2,50.6,1.5989
5.9,1559,1586,421,2197,1827,25.4,50.7,1.6187
6.8,1713,1728,390,2386,1919,24.4,56,1.6885
7.9,1751,1853,358,2496,2013,23,62.1,1.7283
8,1723,1869,359,2563,1919,21.8,65.3,1.6889
9.2,1778,1935,349,2643,1927,20.9,67.5,1.6539
5.9,1461,1529,450,2111,1573,20.2,68.6,1.6034
3.7,1258,1272,541,1804,1325,19.3,70.8,1.5728
2.6,1138,1113,610,1641,1203,19.2,68.8,1.5097
1.1,936,849,798,1381,947,20.4,61.1,1.4495
2.6,1167,1090,626,1620,1106,18,71.5,1.4615
2.2,1071,1003,665,1542,1045,17.5,73.2,1.4515
0.9,836,647,985,1271,777,16.4,74.4,1.3779
0.5,823,630,1033,1253,748,16.8,71.9,1.3628
0.7,890,727,917,1290,833,16.9,70.5,1.3504
1.3,1019,901,750,1438,960,17,70.1,1.3512
2.2,1177,1166,621,1667,1157,18.8,62.5,1.3401
3.7,1348,1398,505,1847,1444,20.3,58.4,1.3745
3.7,1341,1323,516,1786,1522,23.7,49.1,1.423
3.4,1307,1278,527,1767,1452,26.6,42.8,1.4713
3.4,1305,1287,525,1771,1437,26.2,43.5,1.4591
2.6,1177,1090,612,1632,1209,26.3,43.6,1.4663
2.5,1192,1085,617,1638,1170,26.6,42.5,1.4568
2.5,1214,1080,611,1642,1190,26.3,43.7,1.4718
2.7,1240,1152,575,1699,1278,25.6,46.2,1.4903
3.2,1271,1188,563,1703,1305,25.1,47.6,1.4983
3.7,1333,1312,520,1853,1364,23.8,51.4,1.4956
4.6,1390,1414,487,1959,1428,23.3,53.1,1.496
3.3,1266,1261,541,1807,1285,22.4,55.2,1.4735
2.4,1140,1072,626,1597,1143,21.7,57.7,1.4766
2.8,1240,1168,582,1714,1235,20.5,63,1.5043
2.7,1187,1122,589,1641,1208,19.5,67.6,1.5156
1.8,1043,975,675,1489,1041,18.7,69,1.4727
1.1,948,826,802,1382,897,19.3,65.5,1.45
1.2,955,775,831,1362,862,17.6,70.8,1.4105
0.6,832,644,990,1239,747,17.8,68.1,1.3722
0.5,846,628,1025,1218,727,16.1,73.5,1.3329
0.7,897,750,874,1270,799,15.8,73.5,1.3151
0.8,908,767,868,1272,807,17,68,1.3102
3.5,1348,1357,526,1833,1324,16,72.2,1.3077
3.6,1384,1386,504,1833,1404,17.8,65.4,1.3213
3.63333,1473,1463,462,1948,1605,20.6,56,1.3467
3.6,1360,1287,517,1755,1478,23.6,48,1.3757
3.36667,1305,1223,545,1720,1414,23.7,49.8,1.4433
3.36667,1337,1302,507,1786,1465,24.7,47.4,1.4527
3.3,1414,1414,478,1896,1588,25.9,42.8,1.4122
2.83333,1463,1417,467,1900,1651,26.8,43.3,1.4977
2.96667,1530,1425,457,1975,1652,26.6,45.5,1.5555
4.83333,1915,1889,340,2603,2110,24.8,53.9,1.6683
8.7,1882,1920,328,2609,2204,23.1,61.1,1.7082
5.8,1589,1619,406,2216,1780,22.2,63.7,1.6865
4.3,1463,1484,443,2011,1590,21.1,66.1,1.6313
3.6,1380,1345,493,1856,1419,20,69,1.5956
3.9,1383,1332,495,1855,1415,19.1,72,1.5732
2.4,1181,1094,600,1599,1180,18.8,70.6,1.5209
1.6,1061,931,699,1481,1015,18.5,69.5,1.4657
1.8,1091,945,698,1467,1014,18.4,68.5,1.439
1.5,1010,884,719,1430,938,16.8,73.3,1.3915
0.5,852,639,1009,1204,723,16.5,71,1.3239
0.4,826,601,1056,1180,702,16.9,67.9,1.295
0.5,862,677,973,1192,725,16.1,69.3,1.2591
0.8,951,800,803,1257,836,16.1,69.6,1.2593
2,1210,1188,583,1575,1129,16.2,70.1,1.2837
6.2,1601,1727,389,2252,1718,16.5,69.3,1.2897
4.5,1477,1443,469,1878,1646,19.6,58.3,1.3141
4.6,1458,1408,471,1889,1664,20.7,55.5,1.3414
3.3,1354,1321,504,1799,1496,20.8,56.3,1.3664
3.6,1385,1354,490,1823,1506,21.7,53.1,1.3649
4.4,1460,1430,466,1932,1604,23,49,1.362
4.3,1492,1463,460,1935,1632,24.2,44,1.3078
5,1569,1547,435,2016,1736,24.7,43.6,1.3396
8.1,1870,1871,351,2483,2165,23,54.2,1.5066
8,1774,1829,359,2457,2152,21.4,60.9,1.5322
3.6,1388,1363,485,1815,1556,20.3,61.4,1.4417
2.9,1303,1177,562,1619,1389,20,63.2,1.4581
2.7,1257,1126,581,1599,1300,19.1,64.4,1.405
1.9,1132,1002,640,1474,1126,18.1,67.5,1.3855
1.3,1050,881,732,1363,982,17.8,66.9,1.3464
1.2,1033,842,756,1362,941,17.6,66.5,1.3249
1.8,1106,938,685,1395,1010,16.1,71.2,1.2948
1.9,1107,940,689,1403,985,15.5,73.3,1.2845
0.9,916,726,879,1248,791,15.6,70.8,1.2461
0.5,852,641,1012,1172,710,17,64.5,1.2374
0.6,889,694,913,1198,743,14.9,72.3,1.2186
1.1,1002,828,798,1307,857,14,76.6,1.2183
2.8,1231,1134,587,1572,1143,14.6,74.2,1.2256
2.9,1212,1191,551,1586,1210,15.9,69.8,1.253
1.7,1121,1012,650,1436,1060,18.4,61.3,1.2854
2.3,1260,1121,568,1569,1252,20,56.7,1.3078
3.3,1391,1214,518,1691,1435,20.4,57,1.3507
3.5,1463,1280,482,1794,1544,20.7,59.3,1.4283
3.8,1464,1321,475,1794,1600,21.7,54.8,1.4024
3.4,1412,1230,516,1672,1534,22,54.2,1.4096
3.8,1450,1292,495,1768,1495,21.4,57.1,1.4356
3.6,1416,1283,510,1739,1442,20.8,58.7,1.4259
3.5,1346,1211,540,1674,1340,20.1,59.6,1.3852
2.8,1273,1137,586,1563,1231,20,58.4,1.3473
2.5,1206,1049,634,1484,1128,19.5,58.9,1.3195
3.1,1252,1094,615,1526,1188,19.5,57.4,1.2874
1.8,1069,897,729,1364,998,19.1,59.2,1.295
1.6,1061,895,737,1359,944,18.8,59.1,1.2702
1.9,1072,880,767,1318,928,18,60.4,1.2331
2,1075,917,737,1354,1037,17.5,60.7,1.2009
1.4,992,853,796,1305,930,17.5,59.4,1.1768
0.93333,854,700,980,1151,665,17,52.3,1.0009
0.7,774,591,1151,1044,533,16.1,49.8,0.9021
0.4,757,542,1339,1004,449,15.5,51.5,0.9026
0.4,752,516,1370,997,440,15.1,52,0.8878
0.5,757,551,1295,967,453,14.9,46.8,0.7885
0.7,777,580,1263,963,465,15.5,42.4,0.74
0.7,774,583,1246,966,457,16.6,38.2,0.7186
0.7,805,632,1176,1033,475,18,34.7,0.7089
1,838,686,1083,1046,532,18,35.1,0.7176
1,824,695,1091,1035,526,17.6,33.8,0.6726
0.9,812,704,1055,1044,520,17.5,33.7,0.6691
0.9,806,702,1052,1035,500,17.2,33.9,0.6591
0.9,789,675,1121,974,482,16.8,32.1,0.6073
1.1,821,713,1067,1030,539,16,34.1,0.6155
3.2,1024,1127,704,1346,943,14.8,37.5,0.6259
3.1,1009,995,784,1201,1016,14.4,39.2,0.6407
3.1,1064,1055,738,1242,1063,14.1,43,0.6883
2.3,1001,1029,733,1255,1034,13.4,48.4,0.7397
1.8,927,868,847,1155,864,12.7,51.2,0.7505
0.8,819,613,1118,1060,500,9.9,71.4,0.8736
0.9,847,630,1057,1091,537,10.2,71.6,0.8893
0.8,798,621,1115,1041,524,10.6,61.3,0.7856
0.7,757,561,1192,998,457,11.1,55.6,0.7344
0.2,689,407,1757,895,333,11.3,49.5,0.6615
0.2,698,424,1665,903,339,10.8,50.9,0.657
0.3,720,458,1536,917,358,10.9,50.1,0.6519
0.7,797,593,1212,984,494,10.8,49.7,0.6429
1.7,950,875,850,1179,828,10.7,50.4,0.6467
1.8,887,809,899,1111,769,10.9,50,0.6531
1.5,850,755,966,1051,714,12.1,46.5,0.653
1.3,836,740,987,1046,672,12.4,44.1,0.6324
1.2,827,768,972,1040,671,13,40.1,0.5989
1.3,819,810,947,1027,631,13.4,36.3,0.5556
1.8,919,978,820,1180,805,13.1,38.5,0.5776
1.7,897,890,850,1139,808,11.5,46.4,0.6302
2.2,973,1023,780,1226,964,13.1,40.4,0.606
3.2,1065,1211,669,1364,1188,13,39.3,0.5877
5.9,1341,1575,503,1778,1571,11.3,50.9,0.679
0.2,715,445,1601,925,373,8,64.5,0.695
0.2,726,443,1663,942,363,8.1,68.6,0.7409
0.3,771,490,1419,990,411,6.3,84.8,0.8148
0.5,805,555,1255,1019,496,6.7,79.8,0.7872
1.4,958,803,910,1172,738,7.1,77.9,0.7914
2,1021,959,760,1297,910,7.9,73.5,0.7883
1.6,969,843,857,1213,821,6.9,86,0.8632
1.3,923,733,962,1124,740,6.8,87.1,0.8652
1.4,973,850,868,1213,852,8,81.6,0.8755
1.9,996,893,808,1237,895,9.5,70,0.8296
2.7,1055,1007,736,1301,1019,10.5,62.2,0.7923
2.1,1023,971,752,1283,993,11.4,59.1,0.7963
2.4,1039,1024,721,1325,1043,11.1,58.6,0.7737
2.7,1051,1061,696,1333,1111,10.8,57.6,0.7473
2.5,1050,1070,699,1334,1087,10.6,56.9,0.7281
3.7,1156,1209,614,1467,1250,10.6,59.3,0.7588
4.6,1277,1335,551,1636,1331,10,71.5,0.8768
3.9,1172,1159,621,1461,1243,10.3,71.1,0.8878
2.2,1048,973,731,1298,1074,10.5,70.3,0.893
2.7,1144,1096,643,1394,1258,10.2,71.3,0.8859
2.6,1104,1023,677,1314,1189,9.7,73.1,0.8787
2.1,1038,957,713,1271,1092,9.3,73.5,0.8651
1.4,960,838,797,1189,996,9.2,73.9,0.8616
1.1,930,784,850,1151,902,7.6,81.2,0.8483
1.1,918,778,864,1136,859,7.5,81.5,0.8495
1.1,952,814,804,1153,970,8.3,77.2,0.8464
1.5,1019,905,757,1244,1062,8.9,75.6,0.8667
3.1,1287,1218,580,1580,1304,9.2,81.7,0.9506
6.8,1578,1605,429,2032,1643,9.9,83.4,1.0194
5.4,1417,1407,490,1709,1488,10.2,82.3,1.0253
4.5,1392,1325,511,1631,1465,11.2,80.7,1.0688
3,1147,1073,628,1415,1198,11.8,76.1,1.0516
2.8,1150,1105,629,1450,1160,12.5,71.3,1.0285
3.9,1252,1240,564,1614,1277,13.2,68.4,1.0346
3.4,1186,1125,617,1493,1171,12.5,73.2,1.0563
3.2,1172,1107,629,1449,1106,12.2,75.7,1.0693
2.8,1109,1021,689,1361,1036,11.5,78.1,1.0565
3.9,1201,1196,597,1546,1196,11.6,76,1.0354
3.5,1189,1183,603,1534,1170,12,73.3,1.0264
4.7,1282,1312,551,1671,1312,12.9,68.8,1.0175
4.6,1207,1203,625,1570,1251,13.1,69.6,1.0464
1.2,904,754,930,1172,805,12.3,73.4,1.049
1.1,900,711,975,1153,736,12.7,71,1.0387
1.2,932,740,926,1180,774,12.9,69.9,1.0371
1.6,968,785,872,1209,826,12.9,70.5,1.0442
0.7,827,610,1092,1120,636,13.1,67.7,1.0198
0.86667,812,549,1213,1079,531,13.8,64,1.0042
0.6,811,559,1170,1085,558,13.7,64.4,1.0036
0.5,827,560,1169,1087,565,13.9,63.8,1.0079
0.6,849,604,1086,1108,604,14.1,64.5,1.0287
1.4,1001,798,855,1257,794,14,66.1,1.0488
2,1021,896,741,1314,907,14.2,66.4,1.0673
1.6,978,831,807,1257,838,14.9,62.5,1.0529
1.6,996,855,793,1277,884,16.3,58.4,1.0729
1.7,1014,843,791,1297,866,16.9,56.5,1.0801
2,1061,928,730,1366,909,17.4,55.8,1.098
2.3,1092,975,690,1418,990,17.4,57.3,1.1328
2.4,1129,1028,661,1480,1050,17.7,55.5,1.1127
2.2,1077,969,690,1405,1023,16.8,58.9,1.1199
2.6,1153,1079,635,1496,1103,17,57.5,1.1071
4,1234,1197,575,1597,1239,16.2,60.2,1.1003
5.2,1319,1319,539,1735,1384,16.7,58,1.0916
3.9,1251,1264,561,1677,1289,16.5,58.8,1.0921
3.8,1165,1070,650,1467,1180,15.8,61.1,1.0856
1.6,954,807,833,1243,855,15.7,60.8,1.0769
1.5,971,818,828,1252,857,15.9,59.6,1.0673
1.6,961,765,865,1212,811,15.6,60,1.0594
1.5,952,758,876,1203,794,15.6,60.1,1.0557
1,875,635,1037,1133,612,15.7,59.5,1.0534
1.3,1006,765,848,1239,807,15.6,61.7,1.0847
1,907,691,927,1173,702,15.8,59.9,1.0693
1,938,702,904,1185,753,15.2,61.8,1.0602
0.9,925,672,991,1154,709,16.1,55.4,1.0089
2.1,1157,967,678,1365,1087,14.9,64.1,1.0773
2.1,1169,1003,665,1409,1126,15.6,62,1.0904
3.1,1312,1139,565,1568,1386,17.9,54.6,1.11
3.8,1347,1227,539,1627,1476,21.1,44.5,1.0964
3.7,1321,1224,543,1617,1424,20.3,46.7,1.0971
3.6,1267,1118,592,1503,1310,21.5,42.7,1.0837
3.3,1234,1053,639,1476,1114,21.5,43.1,1.0919
2.1,1101,947,699,1374,1029,21.5,43.4,1.0965
2.3,1149,998,664,1434,1101,20.8,45.5,1.1054
2.1,1094,941,695,1371,1040,19.2,49.6,1.0893
1.9,1056,878,758,1308,856,18.3,51.6,1.0732
1.9,1030,899,767,1275,836,17.7,51.5,1.0357
2.3,1075,943,752,1305,894,17.2,51.5,1.0015
1.7,927,748,888,1157,696,15.9,54.9,0.9853
0.8,793,570,1143,1036,524,14,55.2,0.8807
0.8,796,589,1136,1026,506,13.3,53,0.8044
0.8,780,568,1190,997,453,11.9,55.5,0.7711
0.8,774,569,1222,984,434,11.4,54.6,0.7363
0.6,718,500,1401,914,373,10.4,53.7,0.6749
0.3,689,470,1643,863,305,9.8,51.3,0.6225
0.3,678,427,1771,853,286,9.5,52.2,0.6198
0.2,655,402,2077,814,268,10,45.7,0.5598
0.2,649,397,2062,798,261,10.2,41.9,0.5209
0.3,647,412,1964,779,274,10.6,36.1,0.4624
0.3,667,429,1793,790,291,10.7,36,0.4623
0.4,669,444,1664,791,304,10.8,35.4,0.4583
0.4,667,455,1716,786,301,11.4,32.9,0.4435
0.6,705,508,1494,820,329,12.4,32,0.4583
0.6,710,523,1479,827,350,12.4,31.3,0.45
0.6,713,539,1593,829,380,12.2,31.8,0.4514
0.5,703,512,2121,837,356,10.5,37.9,0.4821
0.6,738,529,1991,876,383,9.6,44.2,0.5289
0.7,795,569,1773,959,429,8.2,57.9,0.6293
1.4,861,750,1481,1051,556,7.3,63.5,0.6519
1.2,836,653,1798,978,537,8.4,55.7,0.6155
1.1,812,652,1586,964,554,9.1,49.6,0.5765
1,771,642,1678,915,518,10,41.4,0.5102
0.6,711,556,1938,840,416,10.4,36.2,0.4561
0.8,741,607,1312,865,433,11.3,32.3,0.4329
0.6,696,532,1416,814,393,10.9,33.5,0.4378
0.5,692,507,1483,811,353,10.6,34.9,0.4455
0.3,679,449,1666,800,314,10.7,36.1,0.4639
0.43333,681,428,1768,817,297,10.7,39.2,0.5045
0.3,683,426,1775,805,302,10.4,38.6,0.4862
0.4,704,478,1498,821,348,10.4,37.4,0.4717
0.7,767,588,1292,885,508,10.5,37,0.4707
2,964,928,871,1130,936,10.7,37.9,0.487
2.4,925,923,841,1115,944,11.1,38.1,0.5023
1.8,883,849,910,1053,843,12.6,36.6,0.5314
1.6,894,820,932,1072,820,13.8,36.2,0.569
1.7,881,831,911,1074,793,13.4,37.1,0.5683
1.8,867,842,909,1077,737,13.5,34.9,0.5393
1.7,856,821,937,1043,718,13.7,32.2,0.5032
1.7,862,843,930,1032,743,13.6,32.1,0.4977
1.7,891,891,874,1077,848,13.5,31.8,0.4876
2.6,931,1032,795,1098,991,13.5,27.9,0.4287
4,1025,1202,691,1263,1191,12.7,28.9,0.4233
3.8,1029,1198,694,1305,1169,12.6,30.2,0.4384
4,1038,1190,685,1291,1167,12.3,32,0.4553
2.4,904,924,846,1083,966,12,34.3,0.4787
1.4,844,782,969,1003,796,11.6,37.3,0.5095
1.3,839,711,1029,990,712,11.3,40.3,0.5406
1.3,844,705,1035,986,701,11.3,41.8,0.561
1,800,641,1113,957,591,11.2,42,0.5582
0.8,786,596,1178,937,609,11,42.6,0.5595
0.4,732,472,1461,866,391,11.1,40.8,0.5395
0.5,737,468,1481,869,395,10.7,41.8,0.536
0.5,778,517,1330,890,510,10.2,43.6,0.5405
0.9,867,669,1069,981,779,10.1,44,0.5434
3.5,1248,1197,641,1405,1395,10.1,45.6,0.5632
5.2,1389,1463,518,1694,1706,11.3,43.9,0.5867
4.3,1184,1193,626,1327,1479,14.5,33.8,0.5541
3.5,1160,1165,655,1325,1403,17.5,26.4,0.5228
2.6,982,1003,1037,1117,1072,17.2,22.4,0.4354
2.5,948,1017,1065,1077,929,17.3,20.4,0.4011
2.8,1017,1039,769,1149,1024,18.1,21,0.4321
2.2,985,1011,779,1138,1010,17.9,22.3,0.4537
2.4,1017,1029,768,1160,1046,17.6,23.7,0.473
3.5,1121,1190,673,1297,1264,16.7,25.9,0.4886
4.2,1129,1255,634,1370,1365,14.8,29.6,0.4965
3.1,1101,1134,683,1283,1281,13.6,34,0.5251
3.2,1182,1175,637,1363,1463,13.4,40.4,0.6178
2.8,1144,1091,671,1295,1388,11.8,44.3,0.6121
2.2,1046,890,791,1109,1195,10.7,47.5,0.6108
1.8,990,817,849,1071,1111,10.2,49.4,0.6138
1.7,974,764,910,1029,992,9.5,51,0.6045
1.6,953,778,885,1051,1019,7.7,57.9,0.6107
1.1,868,647,1054,962,828,8.4,54.5,0.6022
0.7,786,522,1253,910,699,6.2,61,0.5824
0.8,834,551,1193,917,719,6.8,58.6,0.5813
0.9,845,583,1132,929,761,5.7,62.7,0.5801
1.2,929,713,987,1002,830,5.9,62,0.5811
3.3,1234,1161,629,1386,1318,6.3,61.7,0.5926
3.8,1270,1267,565,1434,1482,7.5,58.8,0.6117
3.2,1241,1135,622,1280,1474,11.4,45.4,0.6113
3.2,1248,1131,615,1296,1592,13.3,42.3,0.6448
4.2,1317,1269,554,1446,1679,14.7,38.9,0.6462
4.3,1308,1306,553,1471,1670,16.5,32.9,0.6127
4,1321,1281,557,1442,1650,17.4,32.7,0.6422
4.1,1360,1325,535,1513,1692,17.3,33.9,0.6627
7.8,1659,1685,423,1946,2155,16,41.5,0.7483
10.2,1802,1924,356,2235,2452,13.7,52.8,0.8244
6.6,1549,1553,446,1796,2032,13,55.1,0.824
4.3,1407,1351,516,1557,1751,12.4,56.8,0.8141
4.9,1374,1268,536,1531,1675,10.7,62.1,0.7972
2.6,1127,948,703,1188,1312,10.5,61.1,0.7755
2.3,1096,860,777,1131,1179,9.7,62.5,0.7509
2.7,1119,908,735,1173,1197,8.8,65.5,0.7435
2.2,999,771,864,1068,995,8.8,63.8,0.7236
2,987,794,852,1106,971,8.5,65,0.7221
1.2,893,701,935,1045,844,6.4,74,0.7134
1.1,878,687,964,1035,813,5.9,76.6,0.7179
1.4,996,841,797,1127,1005,6.1,76.7,0.7271
2.1,1119,974,710,1224,1170,6.8,74.5,0.7415
4.5,1407,1339,531,1584,1533,7.7,72.5,0.7666
5.6,1503,1498,469,1749,1783,8.9,67.4,0.7714
5.6,1446,1374,499,1560,1818,11.4,58.3,0.7868
4.7,1416,1302,526,1471,1826,13.4,52.8,0.8086
4.2,1448,1288,518,1506,1839,15.8,50.1,0.892
3.6,1282,1111,586,1455,1428,18.3,50,1.0431
3.2,1271,1157,572,1483,1353,18.8,49.2,1.0548
3.1,1321,1178,552,1539,1491,18.4,49.6,1.0391
3.8,1362,1223,535,1597,1517,18.3,51,1.0586
3.9,1316,1228,540,1610,1413,17.6,53.1,1.0596
4.6,1374,1307,521,1709,1429,17.3,53.6,1.0472
4.9,1388,1367,500,1722,1503,16.8,55.2,1.048
5.4,1422,1432,474,1852,1636,16.6,56.5,1.0551
4.3,1281,1216,548,1604,1687,16.3,58.1,1.0648
3.1,1192,1040,640,1441,1405,15.9,59,1.059
2.5,1108,945,692,1355,1199,15.9,59.4,1.0628
2.4,1071,885,740,1298,1090,15.7,60.9,1.0774
1.9,999,793,817,1242,898,16.1,59.5,1.0811
1.3,925,670,940,1173,663,15.5,63.8,1.1119
1.1,888,590,1009,1152,625,14.7,64.4,1.0704
0.9,863,531,1097,1095,606,14.7,59.8,0.9968
1,870,550,1126,1078,515,15.4,55.9,0.9722
1.6,1043,776,800,1248,826,14.5,63,1.0319
4.8,1478,1310,492,1775,1542,14.7,63.1,1.0513
5.9,1436,1371,458,1808,1626,15.2,62.2,1.0641
5.6,1354,1201,529,1593,1538,16.1,59.2,1.0736
3.5,1290,1110,571,1512,1441,17,55.9,1.0741
2.8,1203,1043,617,1470,1217,17.6,52.2,1.0396
3.6,1298,1156,549,1582,1320,17.3,55.4,1.0836
4.8,1352,1236,522,1659,1368,17.8,53.5,1.0833
5,1247,1142,574,1547,1199,18.3,52.3,1.0922
5.6,1375,1247,531,1650,1375,18.3,52.8,1.1016
7.5,1553,1414,455,1851,1682,17.7,56.6,1.133
7.2,1521,1430,449,1907,1761,17.3,58.2,1.1435
8.3,1623,1547,414,2040,1883,16.2,62.6,1.1455
8.6,1510,1501,456,1901,1855,15.2,57.5,0.9829
4.3,837,835,896,960,1078,14.2,27.7,0.4451
2.6,667,689,1210,709,620,13.4,14.3,0.2185
2.6,695,711,1193,739,645,12.8,14.8,0.218
2.7,683,686,1240,702,627,12.2,14,0.1988
2.7,695,709,1236,717,645,12,14.5,0.2029
2.6,703,685,1218,734,641,10.8,17,0.2193
0.73333,714,605,1278,738,594,9.7,22.5,0.2698
0.6,692,546,1347,697,500,9,23.1,0.2648
0.7,729,639,1234,773,628,8.7,24.7,0.2785
1.2,880,812,928,954,1040,6.9,39.4,0.3948
2,974,1019,769,1122,1159,6.3,44.8,0.431
2.8,1086,1157,674,1237,1330,7.2,43.2,0.4417
2.9,1087,1213,668,1216,1402,11.9,27.9,0.3882
2.2,933,990,849,956,1104,14.8,17.9,0.2977
1.6,852,919,967,831,855,14.8,14.3,0.2397
1.5,882,993,902,941,862,14.7,15.5,0.2586
1.9,888,1009,866,937,973,14.7,16.6,0.2756
1.5,878,1000,880,942,936,14.8,15.6,0.2615
1.8,892,1018,879,931,1009,15.3,14.3,0.2462
3.4,1117,1327,692,1302,1475,13.5,19.5,0.3003
4.6,1252,1359,604,1380,1765,11.1,31.8,0.4187
1.6,1012,999,785,1057,1329,10.2,33.4,0.4143
1.2,1025,916,832,1018,1262,9.5,35.9,0.4273
1.2,1033,881,855,999,1230,8,39.8,0.4286
0.9,1008,861,858,991,1229,6.6,44.1,0.4333
0.7,992,867,876,997,1196,6.1,45.2,0.4295
2.5,1187,1114,700,1193,1433,5.2,50.8,0.452
1.5,1065,968,808,1059,1249,4.9,53,0.4629
0.5,889,760,968,919,983,5.3,48.7,0.4364
0.5,875,795,928,965,932,3.1,56.3,0.4368
0.1,808,636,1120,862,770,4.1,52.2,0.4338
0.2,858,633,1136,878,788,3.5,55.9,0.4431
0.86667,819,690,1051,907,819,1.8,61.7,0.4376
0.2,862,757,983,938,879,1.3,65.3,0.4457
0.5,877,793,944,951,924,3.2,57,0.4434
0.4,941,832,914,970,964,7.2,42.8,0.4356
0.8,983,846,871,996,1055,10.3,34.2,0.4291
1.5,1067,981,755,1104,1383,10.9,33.8,0.4393
1.9,1100,1022,752,1101,1367,12.2,30,0.4245
1.1,958,928,841,986,1120,13.3,24.3,0.3686
0.3,866,763,1018,859,775,15.2,18.7,0.3214
0.9,1018,907,889,981,1150,14.9,21.7,0.3646
2.1,1175,1074,748,1134,1528,13.1,25.4,0.3814
2.4,1197,1012,717,1103,1655,11.7,32.7,0.4472
1.6,1110,872,822,971,1393,10.1,34.4,0.4249
1.1,1060,825,854,967,1338,9.8,36,0.4364
1.3,1136,885,806,1006,1403,7.1,43.2,0.436
0.8,1049,864,818,1010,1327,5.9,47.8,0.4459
1,1053,859,810,1008,1346,5.3,50.5,0.453
0.3,970,763,917,930,1132,5.6,48,0.4412
1,1049,907,795,1038,1209,3.9,55.9,0.4568
0.4,919,761,911,942,1044,3.3,58,0.4551
0.63333,814,587,1146,876,840,4.2,54.8,0.4571
0.83333,820,604,1127,874,847,2.6,60.8,0.4544
0.1,897,722,987,953,959,3.7,57.9,0.4651
0.4,988,850,861,1030,1133,4.5,54.8,0.466
2.4,1242,1185,625,1297,1511,4.9,55.8,0.4882
3.1,1493,1981,448,1567,2346,5.4,55.1,0.497
3.1,1394,2214,411,1629,2311,6.2,51.8,0.4952
2.7,1252,1439,559,1383,1798,6.8,49.8,0.4959
2.3,1255,1301,571,1355,1750,7.3,50.6,0.5184
3,1360,1392,490,1458,1863,7.8,49,0.5191
3.6,1369,1434,489,1539,1883,8,49.2,0.5282
3.1,1361,1347,518,1456,1851,8.3,49.3,0.5414
3.5,1411,1371,500,1484,1919,8.5,49.6,0.5517
4,1509,1439,459,1577,2078,8.5,52.6,0.5856
6.3,1738,1735,365,1917,2434,8.9,53.4,0.6117
6.9,1766,1720,361,1881,2515,9.1,53.8,0.6216
6.5,1706,1641,381,1778,2522,8.9,54.2,0.6183
3.3,1472,1361,462,1455,2334,8.5,54.2,0.6054
2.4,1392,1206,521,1347,2199,8.5,57.8,0.6432
1.7,1335,1112,570,1331,1861,7.7,71.1,0.7503
1.3,1285,1037,610,1277,1751,7.9,72.5,0.7766
1.1,1267,1008,628,1264,1652,8,75.3,0.8079
0.8,1176,930,679,1216,1455,8,76.2,0.8217
0.93333,1084,816,776,1165,1126,7.9,81.8,0.8759
1.3,1091,829,755,1177,1126,8.2,81.4,0.888
1.4,1126,886,713,1225,1158,8.5,81.1,0.8989
2.1,1210,978,666,1332,1237,8.9,79.3,0.9088
4.5,1565,1405,488,1830,1696,9.5,77.9,0.9278
5.7,1578,1494,448,1854,1800,9.9,77.6,0.9488
6.6,1702,1585,422,1960,1967,10.7,76.2,0.9798
5,1552,1406,478,1749,1862,11.8,72.2,0.9948
5.3,1590,1466,448,1831,2003,13.3,66.9,1.0163
5.4,1640,1480,432,1865,2041,13.8,67,1.0513
7.3,1769,1624,396,2041,2202,13.9,67.6,1.0666
5.1,1581,1442,435,1839,1966,14.2,66.8,1.073
5.3,1658,1482,419,1893,2030,14.2,67.8,1.0879
7.3,1821,1673,371,2119,2201,13.6,71,1.1018
10.2,1982,1959,322,2536,2386,13.2,72.6,1.0936
11.9,2008,1980,325,2562,2342,12.4,74.7,1.0741
11.5,1918,1958,335,2477,2237,11.5,76.2,1.0324
8.3,1693,1590,412,1949,2025,10.4,79.3,0.9993
4.7,1495,1345,467,1649,1853,10,82.5,1.015
4,1449,1291,482,1580,1817,10,82.6,1.0163
3.9,1439,1257,494,1571,1704,10.1,83.5,1.0296
2.8,1270,1098,572,1420,1463,10,83.6,1.0235
2.3,1163,980,654,1327,1299,10.4,80.8,1.0191
